"V1","V2","V3"
NA,14.2379400451091,0
20.7167043164492,11.4262782220397,0
23.4567478022002,11.496192230735,0
NA,12.1064081318321,0
NA,12.8183982913052,0
NA,NA,NA
NA,12.9128716770293,0
22.3000593458499,12.936559073308,0
21.5070151922589,12.2958148078284,0
20.6709137264993,NA,0
NA,13.5899753464218,1
NA,11.4079358600329,0
NA,13.5584626510229,0
NA,12.344488892615,1
22.3349033527842,12.0469687044983,0
NA,13.0883007482223,0
NA,11.1117529618815,0
22.6805808912855,10.6016936962476,0
21.7308669136886,11.1547363648717,0
23.4201510383736,11.6826095274761,0
21.6284217674438,NA,0
20.674532126479,10.1512706338742,0
NA,11.5025702225537,0
22.3542204980985,12.5798315179618,0
NA,12.9813482327632,0
21.3707617079717,NA,0
21.6914774649869,NA,0
22.063886132014,NA,0
22.4798446551446,NA,0
21.9302788013422,11.5342346287565,0
20.7380861701789,NA,0
NA,10.7537706484286,0
22.4655859741156,11.9106235698846,0
23.5792308183121,11.9256252264468,0
21.0298760696366,NA,0
23.8123669587781,NA,0
NA,11.8596842857681,0
NA,11.3841323455,0
21.3820702124564,10.994028799923,0
23.718930094835,11.7583175017687,0
21.7771883557067,12.2878684671879,0
23.8194707037582,11.870571228795,0
NA,12.1264281073132,0
NA,13.4424161097345,1
22.7207275686347,11.6290403259096,0
NA,11.1763798962961,0
NA,14.2609345839866,0
21.2526871462619,12.3663138475217,0
21.4521241073593,NA,0
NA,NA,NA
NA,11.8739569749393,0
21.5335415344607,NA,0
21.8100172491797,NA,0
20.6557636192701,10.6806775266263,0
NA,12.1519670263178,0
20.6880797772797,11.3255755328746,0
22.1289856077573,10.4606155997579,0
NA,13.4587299083684,0
NA,12.4922482215717,0
NA,11.9410287495567,0
NA,11.7806380871386,0
21.940562411776,11.800816296844,0
20.0679739353357,13.2023057373817,0
21.0930720221637,12.1523637890694,0
NA,11.8456119887866,0
NA,11.2476669996761,0
19.0361253100491,11.6563140343272,0
22.9702586346781,14.2627336678631,0
NA,10.8062586218781,0
NA,11.5878471109315,0
NA,11.4928429608372,0
21.1471023492925,11.6012556178759,0
23.821326520522,11.1142751867663,0
NA,11.3196208588321,0
21.1510503050304,11.6193073113142,0
NA,NA,NA
24.1811197329781,12.4105843548447,0
NA,12.822046032639,0
21.3984486312133,11.5427343369991,0
NA,11.9812590720741,0
22.1992985737301,NA,0
NA,12.7991179798995,0
NA,NA,NA
20.6258115179934,11.5866945744816,0
22.3828782648276,11.9816289058055,0
NA,12.0983549925085,0
NA,12.0671654604265,0
20.2133061674699,NA,0
22.2245615284485,12.8911305623749,0
22.7545929721489,12.0781267290456,0
22.1866688238987,12.1743339042608,0
NA,12.40193483144,0
22.8453613492812,10.3733077314423,0
21.3289159597246,12.6587791765935,0
NA,11.5562310048802,0
NA,12.5343569021791,1
21.0368916720193,NA,0
NA,12.4378731086805,0
22.9300537825589,11.3576227133934,0
NA,NA,NA
NA,10.1070472933585,0
22.4945070428901,12.5368373819477,0
20.4099053295163,11.0948658530394,0
NA,11.7963139653488,0
21.4914370034417,13.1015032074131,0
21.4533362926246,NA,0
NA,12.4325414382922,0
NA,12.5848401998917,0
22.5465262191312,13.9690644274422,0
19.8225651503257,11.0113089479372,0
NA,12.1670730340445,1
NA,11.7925535359776,0
NA,11.7048126753649,0
21.4019480350879,10.9262187925401,0
NA,12.8510825912343,0
NA,13.5129110918692,0
21.9211071022902,11.0576487409811,0
NA,11.0352140781179,0
22.5684519829982,NA,0
21.5733231912991,11.3554931018203,0
23.183913152614,10.7019655585389,0
NA,NA,NA
21.462905617098,11.6016502941787,0
NA,13.2568235332483,0
NA,13.315729798468,1
19.8886385221591,10.3692387468519,0
22.1433162194548,11.9806623044625,0
20.563678885502,NA,0
NA,13.130012635372,1
NA,11.7545703777972,0
21.9948480028129,NA,0
21.071873343956,NA,0
23.1733618746235,12.6781743746202,1
20.8024301595003,NA,0
21.687949154247,12.3301319886995,0
NA,12.0254118100992,0
NA,12.646122114317,0
NA,10.0893322797801,0
NA,12.8984282483733,0
20.499349642993,NA,0
NA,11.3262295133382,0
NA,12.9638758560972,1
22.1478127979951,9.59389284053853,0
19.6099978410904,NA,0
23.8869380420275,11.1259280488292,0
NA,12.0544656764815,0
NA,13.494630949813,0
21.2924426816276,12.8270896495006,0
NA,NA,NA
NA,13.7984578424333,0
NA,11.6241074905329,0
NA,12.1772653983354,0
NA,12.1111411970119,0
NA,12.3262652687801,1
22.0084462608402,10.9060185391908,0
20.9195756741791,NA,0
NA,11.2322218952023,0
NA,12.9112044195384,0
NA,10.8138337660048,0
21.0509679478091,11.6031726485794,0
NA,NA,NA
21.2274297288534,11.254601581385,0
23.2429893587434,12.5569101854841,0
NA,11.5253276750782,0
NA,13.3472148065459,0
22.9713823271078,11.8423156491268,0
NA,12.1684865706884,0
NA,NA,NA
21.6936694600449,12.5824389665509,0
NA,11.6565169678874,0
22.3337900246262,NA,0
NA,NA,NA
NA,13.1778681300979,1
22.3470273031352,12.0654861620027,1
NA,10.8828379024209,0
NA,11.3394094234149,0
22.2893063705511,NA,0
23.163181005541,10.6266221162291,0
NA,11.0522509107657,0
22.8950935616873,11.8173670992817,0
NA,NA,NA
22.950122212366,12.4855048575336,0
NA,12.3525581960471,0
NA,12.9070749558262,1
22.4169088995434,11.418738802319,0
NA,13.11438055682,0
NA,12.9853289973234,0
NA,NA,NA
NA,11.5401080568065,0
NA,11.0372516630488,0
20.8603159270975,11.3330897908824,0
23.5877381110027,11.5089196622056,0
21.5721186498868,9.7980585084963,0
22.1143736749516,10.2847580947046,0
NA,11.2523683015865,0
NA,11.6997258626223,0
NA,12.0174027475411,0
22.1537668317858,11.3846061440397,0
NA,14.6613941005145,0
NA,12.9567812114415,0
NA,14.2444575218761,0
22.1412479563886,NA,0
NA,11.8839087779394,0
NA,13.3501748159032,0
NA,NA,NA
20.21266045137,10.4106443330229,0
22.2393893152049,NA,0
NA,12.9971781544944,0
22.1532210907936,NA,0
22.3056100780268,NA,0
NA,11.9168112969407,0
NA,12.0497706711137,1
NA,12.6190228874097,0
22.9577324672958,12.5177084600095,0
21.8721646128762,NA,0
21.4569870112563,NA,0
21.316529716957,11.6957693952289,0
NA,NA,NA
22.5534716740316,12.1896188665681,0
NA,13.0541952761511,0
21.7214844648462,10.5918268432172,0
NA,11.9174848864285,0
NA,11.1222575505285,0
NA,NA,NA
20.96963831495,12.6096692929158,0
22.515324543698,11.3464595739011,0
22.7436024506528,NA,0
NA,9.87261286224746,0
NA,11.3353794612355,0
NA,13.1868095572256,0
21.723380089139,NA,0
NA,11.6183988027458,0
21.7673926847001,10.5421444712342,0
22.9363975672235,NA,0
23.4034336763472,NA,0
NA,13.4018535042428,0
22.444127930184,12.9702246200988,0
20.5191419718941,11.7000067238727,0
NA,12.5309381438191,1
NA,13.5108300972034,1
22.6493739291968,11.6844481015892,0
NA,NA,NA
21.4526931456036,11.1689179079134,0
21.5744895546916,11.277362800168,0
22.5290494306892,NA,0
NA,NA,NA
NA,12.1399220616345,0
19.8671283983114,11.8282676861122,0
21.3662747251715,10.8629390197772,0
NA,10.4762353850073,0
22.085516321772,12.5412496076999,0
22.8667955056136,NA,0
NA,10.8006422129016,0
21.9033690914418,11.2204820127422,0
21.2371025669247,NA,0
22.0787398461933,NA,0
21.7037887061558,11.6487969871594,0
NA,12.4925491710038,0
NA,13.2771782805322,0
NA,12.9874659280413,0
NA,11.5359850828842,0
21.1205419240748,9.77312770111086,0
NA,NA,NA
NA,12.8549087879806,0
NA,NA,NA
NA,10.9444994285284,0
22.257417464304,NA,0
NA,12.9789544963048,0
21.1404870445039,11.1821149402968,0
NA,11.0452593369339,0
24.6603393344627,NA,0
NA,12.4107518383294,0
22.3031757609555,NA,0
21.2997470273056,NA,0
22.1248228014365,11.9405437287671,0
NA,11.8817429547916,0
22.1590575270243,NA,0
NA,13.7257387467812,0
21.8166829399524,10.5754852057912,0
NA,11.5683055438098,0
22.8153980145804,NA,0
20.8257779562248,13.0597728915476,0
NA,14.2943597681441,1
21.0677219647235,12.6481429760521,0
NA,10.0459839946492,0
NA,NA,NA
20.1726226237514,10.965839745203,0
21.0633381175052,NA,0
21.884433452968,12.9243740120618,1
22.183739675581,9.6355688028522,0
21.9758109168372,NA,0
23.6846809579491,NA,0
21.1850991284423,13.0705590766738,0
NA,11.5384948226432,0
NA,NA,NA
NA,12.4378823901316,1
21.8691829850847,NA,0
NA,10.2970961196827,0
22.5522194597234,NA,1
20.914619687815,11.0172899415178,0
23.1048110727441,NA,0
NA,NA,NA
NA,11.4598714269148,0
NA,11.5420502168296,0
20.5139720091899,9.94599134172543,0
NA,11.4055666414332,0
NA,11.2873053366716,0
NA,10.7418235406105,0
20.6858561193959,10.0175347745375,0
NA,12.117609199767,1
NA,11.8032867662908,0
22.0877434793322,11.6249112119292,0
NA,NA,NA
NA,11.3786376240374,0
NA,NA,NA
NA,NA,NA
NA,11.1801295303468,0
NA,10.9824596089506,0
22.8237132278528,NA,1
23.3967468561239,NA,0
21.7896385053444,10.4460714766457,0
22.012423344382,11.4825960010407,0
NA,13.5651209651667,1
NA,11.9836020687439,0
22.3680548711397,13.2634764877998,0
NA,10.604709980389,0
NA,11.8265509709286,0
NA,12.9617038914215,0
20.9170036532871,12.5618977213728,0
NA,10.9272758394965,0
NA,11.1582296824339,0
NA,13.6285804776534,0
NA,13.7260021632692,0
NA,NA,NA
21.8772359327657,NA,0
NA,14.0631852993024,0
NA,12.3077935037281,1
21.9423138625001,NA,0
23.7190858775697,10.9303616722998,0
NA,12.0734979258453,0
NA,11.3752599725937,0
NA,11.9275444642328,0
NA,11.6917428256142,0
NA,12.5301653892817,0
NA,11.6152981506974,0
21.8940952247112,NA,0
23.4923162976751,12.7911793438295,0
NA,12.7299271352305,0
22.3761787877172,NA,1
NA,10.8037438274864,0
NA,12.1792677164572,0
NA,14.2901487304687,1
21.5104443389991,11.9398089312061,0
21.6296372934219,11.3870269765211,0
NA,12.0626871506024,0
21.7795804167804,11.0357961083385,0
NA,12.2176113861172,0
21.6034284867172,13.0679219664941,0
23.2706172275049,13.0492738582915,0
21.4091622331085,11.9077332300255,0
NA,12.7519703507241,0
NA,12.4978008906598,1
NA,11.9593257611378,0
NA,11.7234305137106,0
20.8560790546452,11.7863539378218,0
NA,NA,NA
22.6750004363003,10.5176295067586,0
21.7298042718206,11.8953916135656,0
NA,NA,NA
21.5019511578102,12.4346515985644,0
20.8770302470093,13.8267680620854,0
NA,12.9575868090601,0
NA,12.2236826267743,0
20.1494406627956,10.2406342578118,0
20.2123671372951,NA,0
21.4200022293701,NA,0
NA,NA,NA
22.7648198075551,11.6674742630376,0
NA,11.9884873413945,0
NA,12.4508016271572,1
NA,12.8889179152503,0
NA,11.5959330686151,0
23.1314837734346,11.2753455474945,0
NA,13.0079468759205,1
NA,10.4347980140252,0
22.399920243034,13.1765049358664,0
21.5682230251008,12.4812896213685,0
NA,11.8108477966494,0
NA,11.9787592008268,0
21.7540702718904,11.7977381754529,0
NA,11.0856459589396,0
21.1088748821499,9.08754446146921,0
20.8949682061406,10.6573509156183,0
22.2404614546979,13.7360946723126,1
21.8535438018341,9.51764894379212,0
19.9343118618516,11.7662305025485,0
22.2655257329195,NA,1
NA,12.2817216732646,1
NA,NA,NA
NA,13.196478584564,0
NA,NA,NA
NA,12.602104033866,0
NA,12.689931489624,0
NA,10.0779152407659,0
NA,NA,NA
20.7680717476449,12.0043998292958,0
NA,12.4836633859355,0
NA,12.8108899093795,0
20.7082314834716,NA,0
NA,12.632172120132,0
NA,11.7731255445067,0
NA,NA,NA
NA,12.7445775452152,0
NA,11.4169346662245,0
22.5809214488551,9.58548624023739,0
21.4819698787051,NA,0
22.4515758360864,12.5029274842829,1
21.1749369334794,13.0276599420716,0
20.8239358964463,10.8485784762678,0
21.268066242892,12.8595639690305,0
21.8587890478808,11.1084002756892,0
NA,13.4668050685156,0
NA,12.6755912632948,1
NA,10.965094030809,0
NA,12.4707625475163,0
NA,11.9053193143665,0
NA,13.6262370588861,0
21.5976658636703,12.0586401225738,0
NA,14.3458520917149,0
NA,12.9364941048529,0
NA,NA,NA
NA,NA,NA
21.2265295540906,10.8990119052327,0
21.5454223036257,11.7773673570295,0
NA,12.4067260727749,0
22.0818870103998,NA,0
22.0052139433337,NA,0
25.0159185816994,NA,0
21.6322150472687,NA,0
22.6364043570475,10.7335961874522,0
23.334626909026,10.8919639348334,0
21.375401184526,11.8090278614091,0
NA,13.0087201059515,1
NA,10.1859932679215,0
21.6524675272236,10.7119093892328,0
20.8356032140448,11.0066421342299,0
NA,11.6421653649769,0
22.8436920973677,11.1075027250203,0
NA,11.6946472206479,0
NA,10.4456250525815,0
NA,11.26481368809,0
NA,13.7043251300919,0
NA,12.4850717781151,1
NA,12.124168734046,0
21.5520735368464,NA,0
21.589350404388,12.1388454999826,0
NA,11.3671955739316,0
22.3373983263865,NA,0
NA,NA,NA
NA,11.2647618560251,0
NA,12.4494703557267,1
21.3536837517501,NA,0
NA,13.6720111414224,0
22.6434126835003,11.5336181895586,0
NA,10.765722956553,0
21.7185851853942,10.6044719368933,0
NA,12.2058468086616,1
NA,NA,NA
NA,12.7034572614625,0
NA,12.3082684585501,1
22.2083574252863,NA,0
NA,NA,NA
21.2082246510351,12.4121948761064,0
NA,11.4186309441904,0
NA,11.8314728311492,0
23.4277232116437,NA,0
19.344650803846,10.5507477357922,0
20.2684361498571,9.8574522458212,0
NA,13.6149138323254,0
NA,NA,NA
21.0576370510576,11.6650114367177,0
23.1762561665428,11.3449075412144,0
NA,10.7072716069793,0
NA,12.8700332523596,1
